# Atomic data from Jitrik & Bunge (2004)
# Damping constants calculated by J.-K. Krogager
# Generated:  2021-07-21 22:19:15.558941
# --------------------------------------------------------------------
# line-ID        ion         wl_cen     f_ij        gamma      mass
#                            Angstrom               s^-1       m_u
# --------------------------------------------------------------------
NiI_2262         NiI        2262.1313  5.44e-03  7.943e+07  57.935
ScI_2262         ScI        2262.9918  4.45e-03  1.259e+08  44.956
CoI_2263         CoI        2263.3053  1.28e-03  5.888e+07  58.933
TiI_2263         TiI        2263.3192  3.10e-03  2.818e+07  45.953
FeI_2264         FeI        2264.1746  2.69e-04  3.467e+07  55.847
TiI_2264         TiI        2264.7187  7.43e-03  1.096e+08  45.953
ScI_2267         ScI        2267.2935  1.85e-02  1.230e+08  44.956
TiI_2268         TiI        2268.6149  5.02e-03  1.202e+08  45.953
VI_2270          VI         2270.4883  1.08e-04  1.072e+08  49.947
VI_2272          VI         2272.7397  3.66e-04  1.072e+08  49.947
TiI_2273         TiI        2273.9822  2.97e-02  1.259e+08  45.953
CoI_2275         CoI        2275.2141  9.46e-03  4.365e+07  58.933
CaI_2276         CaI        2276.1686  8.55e-02  7.244e+07  39.963
FeI_2276         FeI        2276.7287  7.55e-03  1.549e+08  55.847
CoI_2280         CoI        2280.6114  2.03e-04  2.512e+08  58.933
ScI_2281         ScI        2281.5361  3.40e-02  1.259e+08  44.956
TiI_2282         TiI        2282.3677  3.79e-04  1.148e+07  45.953
TiI_2287         TiI        2287.8238  1.81e-04  3.311e+08  45.953
VI_2287          VI         2287.8871  2.02e-04  2.692e+07  49.947
VI_2289          VI         2289.6745  1.44e-04  4.677e+07  49.947
NiI_2290         NiI        2290.6935  1.28e-01  3.236e+08  57.935
VI_2291          VI         2291.0683  2.43e-04  3.311e+07  49.947
TiI_2294         TiI        2294.4540  3.68e-03  5.623e+07  45.953
CoI_2295         CoI        2295.9397  1.38e-02  1.514e+08  58.933
FeI_2298         FeI        2298.8767  2.45e-02  2.042e+08  55.847
MnII_2299        MnII       2299.6626  4.84e-04  2.818e+08  54.938
TiI_2300         TiI        2300.5674  5.51e-02  5.623e+07  45.953
CoI_2304         CoI        2304.2241  2.62e-03  6.310e+07  58.933
MnII_2305        MnII       2305.7142  1.13e-03  2.818e+08  54.938
CoI_2309         CoI        2309.7199  4.47e-02  3.020e+08  58.933
NiI_2311         NiI        2311.6724  3.85e-01  6.918e+08  57.935
ScI_2312         ScI        2312.0019  4.87e-03  4.365e+07  44.956
VI_2312          VI         2312.1655  4.10e-04  5.495e+07  49.947
ScI_2316         ScI        2316.3993  1.99e-02  4.169e+07  44.956
NiI_2320         NiI        2320.7468  6.85e-01  7.762e+08  57.935
VI_2322          VI         2322.7967  1.08e-03  2.951e+07  49.947
CoI_2326         CoI        2326.2290  1.04e-04  6.310e+06  58.933
VI_2326          VI         2326.5721  4.77e-03  2.818e+07  49.947
ScI_2328         ScI        2328.8966  5.60e-03  3.548e+07  44.956
FeI_2330         FeI        2330.3550  1.74e-04  6.026e+07  55.847
CoI_2332         CoI        2332.8123  6.62e-04  1.738e+06  58.933
YI_2333          YI         2333.2949  4.19e-02  1.175e+08  88.906
ScI_2335         ScI        2335.3851  6.89e-03  6.166e+07  44.956
CoI_2335         CoI        2335.8291  3.52e-04  6.607e+08  58.933
ScI_2337         ScI        2337.5185  3.01e-03  5.888e+07  44.956
NiI_2338         NiI        2338.2048  3.68e-02  3.715e+07  57.935
LiI_2340         LiI        2340.8712  1.29e-04  1.622e+05  6.967
FeII_2344        FeII       2344.2128  1.14e-01  3.090e+08  55.847
NiI_2346         NiI        2346.2616  1.46e-01  3.981e+08  57.935
NiI_2348         NiI        2348.2331  1.46e-02  3.467e+07  57.935
LiI_2349         LiI        2349.1221  2.32e-04  2.754e+05  6.967
LiI_2349.1       LiI        2349.1221  1.16e-04  2.754e+05  6.967
BeI_2349         BeI        2349.3291  1.70e+00  6.918e+08  9.012
FeI_2351         FeI        2351.1299  1.04e-04  1.862e+07  55.847
LiI_2359         LiI        2359.6504  2.87e-04  3.236e+05  6.967
LiI_2359.7       LiI        2359.6504  1.44e-04  3.236e+05  6.967
CrI_2365         CrI        2365.4663  5.69e-03  2.291e+07  49.946
TiI_2365         TiI        2365.7594  7.33e-04  7.413e+07  45.953
CoI_2365         CoI        2365.7872  1.07e-02  6.761e+08  58.933
CrI_2366         CrI        2366.6420  4.62e-03  2.291e+07  49.946
CrI_2367         CrI        2367.5392  7.94e-03  2.239e+07  49.946
TiI_2369         TiI        2369.2892  8.04e-04  1.230e+08  45.953
TiI_2370         TiI        2370.0081  4.28e-03  8.511e+07  45.953
TiI_2372         TiI        2372.6848  2.46e-03  1.072e+08  45.953
LiI_2374         LiI        2374.2667  3.02e-04  3.715e+05  6.967
LiI_2374.3       LiI        2374.2667  1.51e-04  3.715e+05  6.967
FeII_2374        FeII       2374.4600  3.13e-02  3.467e+08  55.847
YI_2374          YI         2374.5480  1.38e-03  3.548e+07  88.906
VI_2375          VI         2375.8246  1.57e-04  3.311e+07  49.947
MnI_2377         MnI        2377.9095  1.32e-04  8.318e+07  54.938
VI_2380          VI         2380.9943  3.52e-04  1.413e+08  49.947
FeII_2382        FeII       2382.7638  3.20e-01  3.548e+08  55.847
MnI_2384         MnI        2384.7761  2.10e-04  8.318e+07  54.938
VI_2385          VI         2385.0141  2.08e-03  1.318e+08  49.947
CoI_2385         CoI        2385.5899  1.66e-02  4.467e+08  58.933
LiI_2395         LiI        2395.1164  4.42e-04  5.370e+05  6.967
LiI_2395.1       LiI        2395.1164  2.21e-04  5.370e+05  6.967
CaI_2399         CaI        2399.2893  8.51e-02  7.079e+07  39.963
VI_2400          VI         2400.6843  2.80e-02  1.585e+08  49.947
CoI_2407         CoI        2407.9875  3.80e-01  6.918e+08  58.933
TiI_2412         TiI        2412.1006  3.21e-03  1.072e+08  45.953
VI_2416          VI         2416.0612  1.19e-02  1.230e+08  49.947
TiI_2419         TiI        2419.0965  1.03e-02  7.586e+07  45.953
CoI_2425         CoI        2425.6708  2.82e-01  4.786e+08  58.933
LiI_2426         LiI        2426.1495  6.28e-04  7.413e+05  6.967
LiI_2426.1       LiI        2426.1495  3.15e-04  7.244e+05  6.967
TiI_2428         TiI        2428.9528  3.64e-03  1.514e+08  45.953
ScI_2429         ScI        2429.3945  2.74e-03  7.943e+07  44.956
ScI_2429.9       ScI        2429.9317  2.50e-02  7.943e+07  44.956
CoI_2436         CoI        2436.5671  1.35e-03  2.630e+06  58.933
SiI_2439         SiI        2439.5073  2.12e-03  3.981e+08  28.085
CuI_2442         CuI        2442.3764  1.90e-03  2.188e+06  62.930
FeI_2448         FeI        2448.4507  2.31e-03  6.026e+08  55.847
YI_2458          YI         2458.6708  1.58e-03  5.012e+07  88.906
TiI_2458         TiI        2458.7841  6.78e-04  1.318e+08  45.953
YI_2460          YI         2460.8401  9.27e-03  5.129e+07  88.906
FeI_2463         FeI        2463.3920  5.32e-02  6.026e+08  55.847
ScI_2463         ScI        2463.4140  1.90e-03  3.311e+07  44.956
TiI_2465         TiI        2465.7256  1.35e-03  1.288e+08  45.953
ScI_2469         ScI        2469.1535  2.23e-03  3.236e+07  44.956
VI_2472          VI         2472.9606  1.90e-04  4.266e+07  49.947
TiII_2473        TiII       2473.6881  1.90e-03  2.239e+08  45.953
FeI_2473         FeI        2473.9041  2.52e-03  7.413e+06  55.847
LiI_2475         LiI        2475.7799  9.66e-04  1.047e+06  6.967
LiI_2475.8       LiI        2475.7799  4.84e-04  1.047e+06  6.967
NiI_2477         NiI        2477.6241  1.64e-03  8.511e+06  57.935
ScI_2478         ScI        2478.2349  3.63e-04  3.090e+07  44.956
ScI_2478.5       ScI        2478.4781  3.29e-03  3.162e+07  44.956
TiII_2479        TiII       2479.5243  2.50e-03  2.239e+08  45.953
VI_2479          VI         2479.8063  2.18e-03  1.047e+08  49.947
FeI_2484         FeI        2484.0206  5.43e-01  6.026e+08  55.847
FeI_2487         FeI        2487.1232  2.22e-03  2.455e+06  55.847
VI_2490          VI         2490.4423  1.17e-03  9.772e+07  49.947
VI_2492          VI         2492.5709  1.64e-03  7.943e+07  49.947
CuI_2492         CuI        2492.8959  5.58e-03  3.162e+06  62.930
ScI_2493         ScI        2493.5050  1.78e-04  3.631e+07  44.956
BI_2497          BI         2497.5329  8.93e-02  2.884e+08  10.813
VI_2500          VI         2500.0031  1.91e-04  1.738e+08  49.947
FeI_2501         FeI        2501.8856  4.93e-02  4.467e+08  55.847
VI_2502          VI         2502.3679  1.73e-02  1.698e+08  49.947
VI_2504          VI         2504.0581  1.07e-02  1.820e+08  49.947
VI_2507          VI         2507.2371  3.80e-03  8.128e+07  49.947
VI_2507.7        VI         2507.6618  2.44e-02  2.042e+08  49.947
VI_2509          VI         2509.5778  1.49e-03  1.820e+08  49.947
SiI_2515         SiI        2515.0725  2.10e-01  3.311e+08  28.085
TiI_2517         TiI        2517.9127  1.37e-04  1.514e+08  45.953
TiI_2519         TiI        2519.7826  3.90e-03  1.479e+08  45.953
TiI_2521         TiI        2521.2999  2.30e-02  1.479e+08  45.953
CoI_2522         CoI        2522.1238  2.29e-01  4.169e+08  58.933
FeI_2523         FeI        2523.6081  2.03e-01  4.467e+08  55.847
YI_2536          YI         2536.9006  1.26e-04  2.570e+07  88.906
ScII_2541        ScII       2541.5852  4.20e-03  2.951e+08  44.956
VI_2544          VI         2544.4930  1.11e-02  1.660e+08  49.947
YI_2545          YI         2545.2902  1.28e-04  2.884e+07  88.906
YI_2546          YI         2546.3803  1.66e-04  2.512e+07  88.906
VI_2546          VI         2546.6885  1.73e-02  1.660e+08  49.947
VI_2547          VI         2547.8408  2.40e-04  1.778e+08  49.947
YI_2548          YI         2548.3242  2.69e-03  3.631e+07  88.906
VI_2548          VI         2548.6018  1.37e-04  1.738e+08  49.947
ScII_2556        ScII       2556.5617  6.76e-02  2.951e+08  44.956
LiI_2563         LiI        2563.0702  1.57e-03  1.585e+06  6.967
LiI_2563.1       LiI        2563.0702  7.87e-04  1.585e+06  6.967
ScII_2563        ScII       2563.9584  8.87e-02  2.951e+08  44.956
CoI_2574         CoI        2574.3092  5.60e-04  1.072e+06  58.933
MnII_2576        MnII       2576.8745  3.61e-01  3.236e+08  54.938
YI_2577          YI         2577.4480  1.10e-04  2.344e+07  88.906
TiI_2579         TiI        2579.6570  2.83e-04  2.042e+08  45.953
TiI_2583         TiI        2583.9924  1.74e-03  2.042e+08  45.953
FeII_2586        FeII       2586.6493  6.92e-02  2.951e+08  55.847
TiI_2587         TiI        2587.0499  7.43e-04  2.089e+08  45.953
TiI_2594         TiI        2594.4163  8.34e-03  1.995e+08  45.953
MnII_2594        MnII       2594.4956  2.78e-01  3.162e+08  54.938
YI_2599          YI         2599.2058  1.25e-04  1.479e+07  88.906
FeII_2600        FeII       2600.1721  2.39e-01  3.020e+08  55.847
TiI_2600         TiI        2600.6917  6.93e-02  1.995e+08  45.953
MnII_2606        MnII       2606.4585  1.96e-01  3.090e+08  54.938
FeI_2619         FeI        2619.4910  6.35e-04  1.622e+08  55.847
TiI_2620         TiI        2620.5821  1.18e-03  3.090e+08  45.953
TiI_2633         TiI        2633.2012  2.58e-02  3.467e+08  45.953
VI_2634          VI         2634.3728  8.24e-04  2.344e+08  49.947
TiI_2641         TiI        2641.8822  1.21e-01  3.467e+08  45.953
VI_2643          VI         2643.0509  8.47e-03  2.399e+08  49.947
VI_2648          VI         2648.4939  2.62e-02  2.399e+08  49.947
VI_2648.8        VI         2648.8277  1.09e-04  6.607e+07  49.947
TiI_2649         TiI        2649.4304  7.96e-04  1.000e+08  45.953
TiI_2655         TiI        2655.7117  1.28e-04  9.550e+07  45.953
TiI_2657         TiI        2657.9788  4.80e-03  1.413e+08  45.953
TiI_2662         TiI        2662.7572  1.26e-02  1.288e+08  45.953
VI_2666          VI         2666.7506  1.02e-03  7.079e+07  49.947
VI_2677          VI         2677.9096  2.84e-04  5.495e+07  49.947
TiI_2679         TiI        2679.1404  1.58e-04  1.288e+08  45.953
YI_2682          YI         2682.1240  1.75e-03  6.761e+07  88.906
YI_2682.5        YI         2682.4621  7.78e-03  7.413e+07  88.906
VII_2683         VII        2683.8773  1.07e-01  3.236e+08  49.947
YI_2685          YI         2685.0118  1.79e-03  1.072e+08  88.906
TiI_2690         TiI        2690.1256  4.98e-04  1.259e+08  45.953
FeI_2690         FeI        2690.8668  2.14e-04  1.202e+08  55.847
ScI_2693         ScI        2693.5733  8.75e-03  1.259e+08  44.956
YI_2695          YI         2695.0018  1.56e-02  1.000e+08  88.906
ScI_2696         ScI        2696.4340  6.53e-04  1.288e+08  44.956
ScI_2699         ScI        2699.8158  3.93e-03  9.772e+07  44.956
YI_2699          YI         2699.8364  2.07e-03  1.202e+08  88.906
VII_2706         VII        2706.0168  1.48e-02  2.089e+08  49.947
ScI_2707         ScI        2707.5387  1.84e+00  1.000e+08  44.956
ScI_2712         ScI        2712.9533  1.75e-04  8.913e+07  44.956
ScI_2717         ScI        2717.8603  3.96e-03  8.913e+07  44.956
FeI_2719         FeI        2719.8328  1.22e-01  1.778e+08  55.847
ScI_2720         ScI        2720.0374  1.06e-04  8.318e+07  44.956
VI_2720          VI         2720.0907  1.10e-04  3.802e+07  49.947
YI_2721          YI         2721.0427  5.78e-03  1.349e+08  88.906
CaI_2722         CaI        2722.4504  1.91e-03  1.738e+07  39.963
ScI_2727         ScI        2727.2911  2.03e-03  7.586e+07  44.956
VII_2740         VII        2740.5246  1.02e-01  1.995e+08  49.947
VI_2741          VI         2741.3979  6.97e-04  4.169e+07  49.947
LiI_2741         LiI        2741.9960  2.61e-03  2.455e+06  6.967
LiI_2742.0       LiI        2741.9960  1.31e-03  2.455e+06  6.967
YI_2743          YI         2743.3113  5.09e-02  1.288e+08  88.906
VI_2746          VI         2746.0155  1.17e-04  2.630e+07  49.947
YI_2767          YI         2767.3568  1.21e-02  1.202e+08  88.906
YI_2773          YI         2773.0916  1.06e-03  1.096e+08  88.906
YI_2792          YI         2792.0162  7.13e-03  1.072e+08  88.906
MnI_2795         MnI        2795.6390  5.65e-01  4.074e+08  54.938
FeI_2795         FeI        2795.8288  1.09e-04  9.772e+07  55.847
MgII_2796        MgII       2796.3522  6.29e-01  2.692e+08  24.305
MnI_2799         MnI        2799.0911  4.19e-01  4.169e+08  54.938
MnI_2801         MnI        2801.9047  2.90e-01  4.169e+08  54.938
MgII_2803        MgII       2803.5310  3.08e-01  2.692e+08  24.305
NiI_2805         NiI        2805.9054  3.06e-04  7.079e+07  57.935
FeI_2808         FeI        2808.0710  1.53e-04  1.148e+08  55.847
FeI_2826         FeI        2826.5189  1.29e-04  1.047e+08  55.847
FeI_2836         FeI        2836.2901  7.27e-04  1.122e+08  55.847
VI_2838          VI         2838.8937  7.55e-04  4.467e+07  49.947
VI_2849          VI         2849.6104  1.22e-02  7.244e+07  49.947
MgI_2852         MgI        2852.9642  1.80e+00  5.129e+08  24.305
VI_2856          VI         2856.0609  3.08e-02  8.913e+07  49.947
FeI_2875         FeI        2875.0155  1.41e-03  1.023e+08  55.847
VI_2888          VI         2888.5373  4.76e-04  2.455e+08  49.947
VI_2895          VI         2895.4204  5.34e-03  2.138e+08  49.947
VI_2899          VI         2899.6613  7.05e-04  1.230e+07  49.947
VI_2900          VI         2900.4485  2.13e-02  1.995e+08  49.947
VI_2904          VI         2904.5474  7.91e-03  1.202e+07  49.947
FeI_2913         FeI        2913.0101  2.58e-03  1.445e+08  55.847
YI_2919          YI         2919.9024  4.17e-02  1.585e+08  88.906
VI_2926          VI         2926.7245  5.67e-04  1.072e+07  49.947
CoI_2929         CoI        2929.6700  2.57e-04  1.096e+08  58.933
TiI_2934         TiI        2934.3924  1.87e-02  2.291e+08  45.953
VI_2935          VI         2935.5014  1.02e-03  1.820e+07  49.947
FeI_2937         FeI        2937.7621  1.81e-02  1.445e+08  55.847
VI_2938          VI         2938.5784  6.08e-03  1.660e+07  49.947
TiI_2942         TiI        2942.8511  1.45e-01  2.291e+08  45.953
VI_2943          VI         2943.2482  1.81e-02  1.318e+07  49.947
VI_2944          VI         2944.0486  3.63e-03  1.778e+07  49.947
YI_2949          YI         2949.2647  5.16e-02  1.622e+08  88.906
ScI_2966         ScI        2966.7372  1.48e-02  1.549e+08  44.956
FeI_2967         FeI        2967.7644  4.38e-02  1.445e+08  55.847
TiI_2969         TiI        2969.0994  1.48e-03  3.467e+07  45.953
TiI_2971         TiI        2971.2500  9.35e-03  3.548e+07  45.953
ScI_2974         ScI        2974.8732  7.29e-02  1.549e+08  44.956
YI_2975          YI         2975.4548  1.12e-01  1.778e+08  88.906
VI_2982          VI         2982.6102  1.29e-04  4.898e+06  49.947
FeI_2984         FeI        2984.4401  2.90e-02  1.995e+08  55.847
NiI_2985         NiI        2985.0014  3.51e-03  1.413e+08  57.935
CoI_2988         CoI        2988.0339  5.25e-03  1.259e+08  58.933
CoI_2990         CoI        2990.4609  5.13e-03  1.380e+08  58.933
YI_2997          YI         2997.8171  7.58e-03  1.698e+08  88.906
YI_3006          YI         3006.1349  5.66e-03  1.738e+08  88.906
YI_3010          YI         3010.6476  2.09e-04  1.698e+08  88.906
CoI_3014         CoI        3014.4713  1.55e-03  1.380e+08  58.933
ScI_3016         ScI        3016.2465  1.60e-01  1.698e+08  44.956
NiI_3020         NiI        3020.0227  5.20e-03  1.202e+08  57.935
FeI_3021         FeI        3021.5186  1.04e-01  1.950e+08  55.847
NiI_3032         NiI        3032.7498  1.72e-03  6.457e+07  57.935
TiI_3043         TiI        3043.4246  3.64e-03  1.622e+08  45.953
VI_3044          VI         3044.4346  4.66e-02  3.311e+08  49.947
CoI_3044         CoI        3044.8893  2.57e-02  1.698e+08  58.933
VI_3051          VI         3051.7662  3.08e-02  1.318e+07  49.947
VI_3054          VI         3054.5423  1.90e-01  3.311e+08  49.947
TiII_3058        TiII       3058.2815  3.70e-03  2.570e+08  45.953
ScI_3058         ScI        3058.3995  4.69e-04  1.230e+08  44.956
VI_3061          VI         3061.8119  8.28e-04  2.455e+07  49.947
ScI_3061         ScI        3061.9150  1.22e-03  1.230e+08  44.956
TiII_3067        TiII       3067.2375  5.10e-02  2.570e+08  45.953
TiII_3073        TiII       3073.8630  1.28e-01  2.630e+08  45.953
CoI_3080         CoI        3080.2699  5.55e-04  8.511e+07  58.933
VI_3081          VI         3081.0393  8.67e-04  2.399e+07  49.947
CoI_3083         CoI        3083.5137  4.57e-03  1.514e+08  58.933
KI_3102          KI         3102.6888  1.32e-04  9.550e+05  38.964
YII_3112         YII        3112.9321  5.75e-03  4.365e+08  88.906
CoI_3122         CoI        3122.3226  2.57e-03  7.943e+07  58.933
TiII_3122        TiII       3122.5029  1.09e-03  1.479e+08  45.953
CoI_3137         CoI        3137.6370  2.69e-04  5.129e+07  58.933
TiII_3148        TiII       3148.9478  1.51e-02  1.445e+08  45.953
YI_3156          YI         3156.5616  6.89e-04  1.175e+08  88.906
YI_3173          YI         3173.7516  1.35e-03  1.175e+08  88.906
VI_3184          VI         3184.9343  5.73e-01  3.388e+08  49.947
TiI_3187         TiI        3187.3723  2.05e-01  1.380e+08  45.953
FeI_3192         FeI        3192.5817  2.82e-04  5.623e+06  55.847
FeI_3194         FeI        3194.1488  6.77e-04  1.349e+06  55.847
VI_3202          VI         3202.1488  4.11e-03  8.913e+06  49.947
TiII_3204        TiII       3204.3569  3.78e-03  1.413e+08  45.953
VI_3205          VI         3205.1128  9.95e-04  5.129e+06  49.947
TiI_3206         TiI        3206.0871  3.32e-04  2.344e+07  45.953
TiI_3206.8       TiI        3206.7717  1.07e-03  2.291e+07  45.953
MnI_3217         MnI        3217.8717  2.41e-04  1.288e+06  54.938
KI_3218          KI         3218.0831  3.20e-04  1.698e+06  38.964
KI_3218.5        KI         3218.5491  1.60e-04  1.660e+06  38.964
NiI_3222         NiI        3222.5819  1.50e-03  1.000e+08  57.935
MnI_3225         MnI        3225.6865  5.65e-04  1.585e+06  54.938
NiI_3227         NiI        3227.9151  3.06e-04  3.020e+06  57.935
TiII_3230        TiII       3230.1219  7.73e-02  2.399e+08  45.953
LiI_3233         LiI        3233.5621  2.79e-03  4.571e+06  6.967
LiI_3233.6       LiI        3233.5721  1.40e-03  4.571e+06  6.967
LiI_3233.61      LiI        3233.6122  2.79e-03  4.571e+06  6.967
LiI_3233.62      LiI        3233.6212  1.40e-03  4.571e+06  6.967
NiI_3233         NiI        3233.8667  1.06e-02  5.370e+06  57.935
TiII_3242        TiII       3242.9181  2.33e-01  2.399e+08  45.953
ScII_3245        ScII       3245.0991  3.41e-03  1.349e+08  44.956
CuI_3248         CuI        3248.4739  4.91e-01  1.585e+08  62.930
ScI_3256         ScI        3256.6230  5.08e-02  3.090e+08  44.956
VI_3264          VI         3264.1785  2.08e-02  9.333e+07  49.947
ScI_3270         ScI        3270.8416  2.51e-01  3.090e+08  44.956
CuI_3274         CuI        3274.8980  2.44e-01  1.514e+08  62.930
TiI_3334         TiI        3334.8677  2.84e-04  1.514e+08  45.953
TiI_3342         TiI        3342.8340  1.87e-01  1.230e+08  45.953
TiI_3343         TiI        3343.1080  9.57e-03  1.549e+08  45.953
TiI_3343.7       TiI        3343.6668  8.15e-04  1.660e+08  45.953
TiI_3349         TiI        3349.4941  9.80e-04  1.698e+08  45.953
CrI_3352         CrI        3352.9265  1.88e-04  1.950e+07  49.946
ScII_3353        ScII       3353.0125  4.50e-03  1.514e+08  44.956
TiI_3359         TiI        3359.2359  1.10e-02  1.413e+08  45.953
ScII_3362        ScII       3362.2309  5.75e-02  1.479e+08  44.956
ScII_3362.9      ScII       3362.8970  6.61e-02  1.479e+08  44.956
NiI_3370         NiI        3370.5336  2.32e-02  2.754e+07  57.935
TiI_3371         TiI        3371.4021  7.96e-02  1.380e+08  45.953
CrI_3380         CrI        3380.1404  1.36e-04  1.820e+07  49.946
TiII_3384        TiII       3384.7300  3.53e-01  1.660e+08  45.953
NiI_3392         NiI        3392.0165  9.90e-03  1.000e+08  57.935
NiI_3410         NiI        3410.5526  4.13e-04  8.710e+07  57.935
CoI_3413         CoI        3413.6122  1.66e-02  3.981e+07  58.933
NiI_3438         NiI        3438.2627  7.01e-03  1.023e+07  57.935
FeI_3441         FeI        3441.5916  2.36e-02  2.188e+07  55.847
ScI_3445         ScI        3445.5646  2.72e-04  5.888e+07  44.956
KI_3447          KI         3447.3593  1.19e-03  3.388e+06  38.964
KI_3448          KI         3448.3627  5.93e-04  3.311e+06  38.964
CoI_3466         CoI        3466.7855  2.00e-02  1.514e+07  58.933
CoI_3474         CoI        3474.9689  4.61e-03  1.660e+07  58.933
TiI_3483         TiI        3483.9834  1.97e-04  1.349e+08  45.953
YI_3485          YI         3485.0444  3.21e-03  6.761e+07  88.906
TiI_3496         TiI        3496.9544  3.90e-04  1.349e+08  45.953
YII_3497         YII        3497.0800  1.91e-01  2.884e+08  88.906
NiI_3503         NiI        3503.5958  3.28e-04  4.677e+04  57.935
CoI_3527         CoI        3527.8578  2.40e-02  1.905e+07  58.933
YI_3553          YI         3553.7046  4.82e-02  3.236e+08  88.906
NiI_3562         NiI        3562.7679  5.57e-04  3.020e+05  57.935
ScII_3568        ScII       3568.7148  1.11e-01  2.399e+08  44.956
CrI_3579         CrI        3579.7256  3.76e-01  1.778e+08  49.946
ScII_3581        ScII       3581.9472  2.37e-01  2.399e+08  44.956
YI_3593          YI         3593.9361  3.05e-01  3.162e+08  88.906
CrI_3594         CrI        3594.5275  2.92e-01  1.778e+08  49.946
TiI_3604         TiI        3604.8715  1.76e-04  1.778e+06  45.953
CrI_3606         CrI        3606.3725  2.11e-01  1.778e+08  49.946
CrI_3616         CrI        3616.6772  1.27e-04  2.138e+06  49.946
NiI_3625         NiI        3625.7615  4.11e-04  1.660e+05  57.935
YII_3634         YII        3634.1568  7.94e-01  1.995e+08  88.906
TiI_3636         TiI        3636.4983  2.52e-01  1.820e+08  45.953
TiI_3639         TiI        3639.0015  2.00e-03  9.333e+06  45.953
ScII_3643        ScII       3643.8222  4.53e-01  1.862e+08  44.956
TiI_3647         TiI        3647.2353  4.80e-03  1.047e+07  45.953
CrI_3652         CrI        3652.0108  5.87e-04  5.623e+05  49.946
TiI_3655         TiI        3655.6307  1.10e-02  1.122e+07  45.953
VI_3678          VI         3678.1257  5.41e-04  2.138e+06  49.947
FeI_3680         FeI        3680.9608  2.80e-03  1.820e+07  55.847
TiI_3718         TiI        3718.4487  1.29e-02  7.413e+07  45.953
FeI_3720         FeI        3720.9925  4.12e-02  1.905e+07  55.847
TiI_3730         TiI        3730.8672  1.05e-01  7.244e+07  45.953
CrI_3731         CrI        3731.8630  2.66e-04  6.607e+07  49.946
CrI_3733         CrI        3733.0893  3.85e-04  6.457e+07  49.946
NaI_5891         NaI        5891.5833  6.41e-01  6.295e+07  22.990
NaI_5897         NaI        5897.5582  3.20e-01  6.281e+07  22.990

# Carbon Fine-Structure Lines:
CIa_945          CIa         945.3379  1.53e-01  3.981e+09  12.011
CIb_945          CIb         945.5790  1.52e-01  3.981e+09  12.011
CIIa_1037        CIIa       1037.0180  1.17e-01  2.291e+09  12.011
CIa_1109         CIa        1109.8353  6.24e-04  3.020e+07  12.011
CIa_1110         CIa        1110.6431  1.21e-04  2.630e+07  12.011
CIa_1111         CIa        1111.6232  1.45e-04  1.259e+08  12.011
CIa_1111.7       CIa        1111.7257  5.60e-03  6.310e+07  12.011
CIb_1112.0       CIb        1111.9569  1.94e-04  1.259e+08  12.011
CIb_1112.1       CIb        1112.0578  4.16e-03  9.333e+07  12.011
CIb_1112.8       CIb        1112.8058  3.07e-04  1.862e+08  12.011
CIa_1113         CIa        1113.9971  2.64e-04  1.660e+07  12.011
CIa_1114         CIa        1114.1260  1.30e-03  9.333e+06  12.011
CIb_1114         CIb        1114.3322  2.72e-04  1.660e+07  12.011
CIb_1114.5       CIb        1114.4571  2.05e-03  1.820e+07  12.011
CIb_1114.46      CIb        1114.4612  5.19e-04  9.333e+06  12.011
CIa_1114.8       CIa        1114.8304  2.65e-04  1.122e+07  12.011
CIa_1117         CIa        1117.2046  3.63e-04  2.089e+07  12.011
CIa_1117.3       CIa        1117.3379  1.26e-03  2.291e+07  12.011
CIa_1117.4       CIa        1117.3932  1.72e-03  1.122e+07  12.011
CIb_1117         CIb        1117.5416  3.71e-04  2.089e+07  12.011
CIb_1117.60      CIb        1117.6042  3.38e-03  3.388e+07  12.011
CIb_1117.7       CIb        1117.6750  1.24e-04  2.291e+07  12.011
CIb_1117.73      CIb        1117.7304  8.05e-04  1.122e+07  12.011
CIa_1118         CIa        1118.0703  5.10e-04  1.479e+07  12.011
CIa_1121         CIa        1121.6400  6.92e-04  2.884e+07  12.011
CIa_1121.7       CIa        1121.6590  6.59e-04  1.862e+07  12.011
CIa_1121.73      CIa        1121.7261  1.53e-04  2.692e+07  12.011
CIa_1121.8       CIa        1121.7582  1.34e-04  2.089e+07  12.011
CIa_1121.9       CIa        1121.9198  6.79e-04  2.570e+07  12.011
CIb_1121         CIb        1121.9988  4.48e-04  1.862e+07  12.011
CIa_1122         CIa        1122.0040  2.67e-03  1.778e+07  12.011
CIb_1122.1       CIb        1122.0980  1.27e-03  2.089e+07  12.011
CIb_1122.3       CIb        1122.2597  1.59e-04  2.570e+07  12.011
CIb_1122.33      CIb        1122.3269  2.80e-03  2.570e+07  12.011
CIa_1122.6       CIa        1122.6440  5.15e-04  1.905e+07  12.011
CIa_1122.8       CIa        1122.7700  2.38e-04  5.370e+06  12.011
CIb_1123         CIb        1123.0656  1.44e-04  1.995e+07  12.011
CIa_1128         CIa        1128.2500  9.88e-04  3.802e+07  12.011
CIa_1128.3       CIa        1128.2800  9.46e-04  3.236e+07  12.011
CIa_1128.4       CIa        1128.3800  1.83e-04  4.169e+07  12.011
