#
# line_tag	ion   wavelength  f	    gamma      mass

FeIIr_1828     FeIIr   1828.3447  0.00172155  3.162e+08  55.845
FeIIp_1828     FeIIp   1828.8542  0.00118745  4.129e+08  55.845
FeIIl_1830     FeIIl   1830.8867  0.00344765  3.777e+08  55.845
FeIIk_1831     FeIIk   1831.7532  0.00231654  3.629e+08  55.845
FeIIj_1832     FeIIj   1832.5002  0.00091294  3.754e+08  55.845
NiIIa_1832     NiIIa   1832.5651  0.00087608  2.098e+08  58.693
FeIIj_1833     FeIIj   1833.0769  0.00149790  3.546e+08  55.845
FeIIp_1835     FeIIp   1835.8741  0.01111693  4.252e+08  55.845
FeIIs_1841     FeIIs   1841.5417  0.00382347  3.027e+08  55.845
FeIIs_1841.6   FeIIs   1841.6023  0.01555929  3.007e+08  55.845
FeIIj_1841     FeIIj   1841.6914  0.00242057  3.952e+08  55.845
FeIIk_1842     FeIIk   1842.2402  0.00152648  3.754e+08  55.845
NiII_1842      NiII    1842.8889  0.00045351  1.923e+08  58.693
FeIIi_1844     FeIIi   1844.9231  0.00053263  3.002e+08  55.845
FeIIi_1845     FeIIi   1845.1467  0.00013590  2.988e+08  55.845
SiI_1845       SiI     1845.5202  0.22900000  1.496e+08  28.085
FeIIq_1846     FeIIq   1846.5759  0.01145141  4.129e+08  55.845
FeIIk_1846     FeIIk   1846.7699  0.00104823  3.978e+08  55.845
FeIIl_1847     FeIIl   1847.9019  0.00240620  3.754e+08  55.845
FeIIk_1851     FeIIk   1851.5296  0.00239767  3.952e+08  55.845
FeIIl_1852     FeIIl   1852.4596  0.00212483  3.978e+08  55.845
FeIIq_1853     FeIIq   1853.7328  0.00061566  4.252e+08  55.845
FeIIj_1854     FeIIj   1854.2389  0.00018626  2.636e+08  55.845
AlIII_1854     AlIII   1854.7183  0.53900000  5.432e+08  26.982
FeIIr_1856     FeIIr   1856.9294  0.00123298  4.096e+08  55.845
FeIIr_1858     FeIIr   1858.4470  0.00012738  3.106e+08  55.845
FeIIi_1859     FeIIi   1859.7473  0.00596324  4.411e+08  55.845
FeIIp_1860     FeIIp   1860.0530  0.02921392  3.994e+08  55.845
FeIIj_1860     FeIIj   1860.1330  0.00083001  2.988e+08  55.845
FeIIj_1861     FeIIj   1861.0314  0.00016824  2.648e+08  55.845
AlIII_1862     AlIII   1862.7911  0.26800000  5.361e+08  26.982
FeIIj_1863     FeIIj   1863.1144  0.00017000  2.790e+08  55.845
FeIIr_1865     FeIIr   1865.5286  0.00023245  4.394e+08  55.845
FeIIk_1866     FeIIk   1866.9240  0.00036735  2.917e+08  55.845
FeIIs_1867     FeIIs   1867.6613  0.00101978  3.958e+08  55.845
FeIIk_1871     FeIIk   1871.0779  0.00025142  2.648e+08  55.845
FeIIl_1872     FeIIl   1872.7388  0.00012199  2.917e+08  55.845
FeIIj_1874     FeIIj   1874.9727  0.00149687  4.411e+08  55.845
FeIIn_1875     FeIIn   1875.2113  0.00041833  3.930e+08  55.845
FeIIq_1876     FeIIq   1876.8393  0.02364647  3.765e+08  55.845
FeIIl_1876     FeIIl   1876.9186  0.00055774  2.648e+08  55.845
FeIIq_1878     FeIIq   1878.3875  0.00182501  3.994e+08  55.845
FeIIs_1881     FeIIs   1881.2455  0.00015918  4.141e+08  55.845
FeIIn_1888     FeIIn   1888.9505  0.00010646  4.531e+08  55.845
FeIIm_1890     FeIIm   1890.2569  0.00025928  4.488e+08  55.845
SiIII_1892     SiIII   1892.0300  0.00002690  1.670e+04  28.085
FeIIn_1892     FeIIn   1892.1796  0.00055235  4.483e+08  55.845
FeIIIq_1895    FeIIIq  1895.4802  0.46678766  6.740e+08  55.845
NiII_1896      NiII    1896.1498  0.00045279  1.820e+08  58.693
FeIIo_1897     FeIIo   1897.2527  0.00017593  4.531e+08  55.845
FeIIj_1897     FeIIj   1897.4812  0.00012847  2.880e+08  55.845
FeIIk_1899     FeIIk   1899.2531  0.00020821  2.844e+08  55.845
FeIIj_1899     FeIIj   1899.3433  0.00013954  3.034e+08  55.845
FeIIn_1902     FeIIn   1902.0290  0.00129902  4.812e+08  55.845
FeIIl_1905     FeIIl   1905.2712  0.00032981  2.844e+08  55.845
FeIIk_1907     FeIIk   1907.9262  0.00023249  2.880e+08  55.845
CIII_1908      CIII    1908.7340  0.00000012  7.520e+01  12.011
FeIIo_1910     FeIIo   1910.4468  0.00026922  4.812e+08  55.845
TiII_1910      TiII    1910.6090  0.10400000  3.563e+08  47.867
TiII_1910.9    TiII    1910.9380  0.09800000  1.290e+08  47.867
FeIIIq_1914    FeIIIq  1914.0778  0.35703355  6.538e+08  55.845
FeIIp_1917     FeIIp   1917.3202  0.00276675  2.747e+08  55.845
NiIIa_1918     NiIIa   1918.3666  0.00025160  1.824e+08  58.693
FeIIj_1922     FeIIj   1922.6933  0.00033864  2.842e+08  55.845
FeIIIq_1926    FeIIIq  1926.3302  0.25432550  6.421e+08  55.845
AlI_1932       AlI     1932.2700  0.07810000  6.490e+12  26.982
FeIIk_1933     FeIIk   1933.4185  0.00027574  2.842e+08  55.845
GeI_1934       GeI     1934.0480  0.01150000  1.160e+08  72.612
FeIIp_1935     FeIIp   1935.2962  0.00564673  2.782e+08  55.845
FeIIq_1936     FeIIq   1936.8070  0.00475232  2.747e+08  55.845
CoII_1941      CoII    1941.2852  0.03400000  4.350e+08  58.933
FeIIr_1949     FeIIr   1949.7040  0.00088908  3.765e+08  55.845
FeIIn_1954     FeIIn   1954.6191  0.00041986  3.229e+08  55.845
FeIIo_1964     FeIIo   1964.5738  0.00036976  3.275e+08  55.845
FeIIm_1968     FeIIm   1968.0428  0.00140140  2.661e+08  55.845
FeIIn_1970     FeIIn   1970.3581  0.00027939  2.640e+08  55.845
FeIIp_1970     FeIIp   1970.6613  0.00054323  3.133e+08  55.845
FeIIp_1975     FeIIp   1975.5472  0.00221881  3.154e+08  55.845
FeIIp_1978     FeIIp   1978.9182  0.00013950  4.488e+08  55.845
FeIIq_1987     FeIIq   1987.9559  0.00010665  3.110e+08  55.845
FeIIq_1991     FeIIq   1991.2533  0.00068141  3.133e+08  55.845
FeIIp_1993     FeIIp   1993.2977  0.00023887  3.954e+08  55.845
FeIIp_1996     FeIIp   1996.5380  0.00021371  3.587e+08  55.845
FeIIm_2000     FeIIm   2000.3729  0.00050794  3.777e+08  55.845
FeIIn_2004     FeIIn   2004.5590  0.00146694  3.985e+08  55.845
FeIIm_2008     FeIIm   2008.0914  0.00468538  3.629e+08  55.845
FeIIn_2008     FeIIn   2008.3577  0.00985703  3.777e+08  55.845
FeIIp_2010     FeIIp   2010.6402  0.00055713  3.052e+08  55.845
FeIIp_2011     FeIIp   2011.6024  0.00148030  3.242e+08  55.845
FeIIq_2011     FeIIq   2011.7137  0.00061433  3.388e+08  55.845
CoII_2012      CoII    2012.1664  0.03680000  3.450e+08  58.933
FeIIo_2013     FeIIo   2013.9109  0.01672206  3.985e+08  55.845
FeIIn_2016     FeIIn   2016.1383  0.02111642  3.629e+08  55.845
FeIIq_2017     FeIIq   2017.6772  0.00022705  3.587e+08  55.845
FeIIo_2017     FeIIo   2017.7454  0.01818970  3.777e+08  55.845
FeIIp_2019     FeIIp   2019.4288  0.01900267  3.265e+08  55.845
FeIIm_2021     FeIIm   2021.4029  0.02205387  3.546e+08  55.845
ZnII_2026      ZnII    2026.1369  0.50100000  4.070e+08  65.392
CrII_2026      CrII    2026.2690  0.00471000  7.649e+06  51.996
CoII_2026      CoII    2026.4122  0.01250000  3.030e+08  58.933
MgI_2026       MgI     2026.4750  0.11300000  6.120e+07  24.305
FeIIp_2029     FeIIp   2029.8370  0.00298981  2.977e+08  55.845
FeIIq_2033     FeIIq   2033.0635  0.02099219  3.242e+08  55.845
NiIIc_2034     NiIIc   2034.0430  0.00086066  2.859e+08  58.693
FeIIo_2038     FeIIo   2038.4306  0.00061425  3.754e+08  55.845
FeIIn_2040     FeIIn   2040.1225  0.00051106  3.952e+08  55.845
CrII_2040      CrII    2040.5690  0.00441000  1.061e+07  51.996
FeIIp_2041     FeIIp   2041.3455  0.02867624  3.049e+08  55.845
GeI_2042       GeI     2042.3676  0.28300000  2.250e+08  72.612
FeIIo_2043     FeIIo   2043.9779  0.00178515  3.978e+08  55.845
FeIIr_2044     FeIIr   2044.4384  0.00927441  3.982e+08  55.845
FeIIq_2051     FeIIq   2051.6911  0.02347704  2.977e+08  55.845
NiIIb_2053     NiIIb   2053.9511  0.00091079  2.306e+08  58.693
FeIIm_2054     FeIIm   2054.3539  0.00026638  2.988e+08  55.845
FeIIr_2055     FeIIr   2055.9257  0.02956262  3.930e+08  55.845
CrII_2056      CrII    2056.2568  0.10300000  4.070e+08  51.996
FeIIm_2057     FeIIm   2057.9910  0.00397077  2.790e+08  55.845
NiIId_2058     NiIId   2058.0244  0.00082974  3.642e+08  58.693
FeIIn_2058     FeIIn   2058.8286  0.00019383  2.917e+08  55.845
FeIIIy_2062    FeIIIy  2062.2167  0.19701694  9.789e+08  55.845
CrII_2062      CrII    2062.2359  0.07590000  4.060e+08  51.996
ZnII_2062      ZnII    2062.6603  0.24600000  3.860e+08  65.392
FeIIn_2062     FeIIn   2062.7764  0.00096648  2.988e+08  55.845
FeIIp_2064     FeIIp   2064.3372  0.00950694  2.661e+08  55.845
CrII_2066      CrII    2066.1639  0.05120000  4.170e+08  51.996
BIII_2066      BIII    2066.4360  0.24500000  1.911e+08  10.812
FeIIs_2066     FeIIs   2066.6683  0.02920000  3.982e+08  55.845
NiIId_2067     NiIId   2067.0745  0.00106981  2.859e+08  58.693
BIII_2067      BIII    2067.8931  0.12200000  1.907e+08  10.812
FeIIo_2068     FeIIo   2068.6951  0.00028359  2.917e+08  55.845
FeIIIy_2068    FeIIIy  2068.9151  0.32600598  9.809e+08  55.845
CrIIf_2069     CrIIf   2069.0500  0.00010141  3.382e+08  51.996
FeIIr_2072     FeIIr   2072.4523  0.00243409  4.531e+08  55.845
FeIIm_2072     FeIIm   2072.4694  0.00073239  4.411e+08  55.845
FeIIo_2073     FeIIo   2073.7965  0.00312072  2.648e+08  55.845
FeIIp_2074     FeIIp   2074.8507  0.00138381  3.847e+08  55.845
FeIIr_2076     FeIIr   2076.3399  0.00522581  4.483e+08  55.845
FeIIp_2078     FeIIp   2078.8228  0.00229358  3.860e+08  55.845
NiIIc_2079     NiIIc   2079.4292  0.00021004  3.173e+08  58.693
FeIIIy_2079    FeIIIy  2079.6588  0.45208289  9.823e+08  55.845
FeIIq_2080     FeIIq   2080.9060  0.00929985  2.640e+08  55.845
NiIIe_2081     NiIIe   2081.5094  0.00376757  3.642e+08  58.693
NiIIb_2084     NiIIb   2084.3099  0.00025063  1.762e+08  58.693
FeIIq_2086     FeIIq   2086.9446  0.00034020  2.661e+08  55.845
FeIIr_2088     FeIIr   2088.2058  0.04478305  4.812e+08  55.845
FeIIm_2089     FeIIm   2089.5017  0.00019943  2.844e+08  55.845
CrIIf_2089     CrIIf   2089.8109  0.00889181  2.872e+08  51.996
NiIIe_2090     NiIIe   2090.7678  0.00356850  2.859e+08  58.693
NiIIc_2094     NiIIc   2094.2185  0.00217645  2.306e+08  58.693
FeIIs_2095     FeIIs   2095.2989  0.00695076  4.531e+08  55.845
FeIIq_2095     FeIIq   2095.6452  0.00151604  3.830e+08  55.845
FeIIr_2095     FeIIr   2095.6614  0.00040396  3.388e+08  55.845
FeIIq_2097     FeIIq   2097.6903  0.00090382  3.847e+08  55.845
FeIIn_2098     FeIIn   2098.2155  0.00352467  2.844e+08  55.845
CrIIf_2103     CrIIf   2103.3945  0.00550549  2.448e+08  51.996
FeIIo_2108     FeIIo   2108.4642  0.00193289  2.844e+08  55.845
FeIIn_2108     FeIIn   2108.8062  0.00113011  2.880e+08  55.845
FeIIn_2111     FeIIn   2111.1064  0.00077376  3.034e+08  55.845
FeIIn_2111.3   FeIIn   2111.3938  0.00193492  2.694e+08  55.845
FeIIs_2111     FeIIs   2111.4033  0.03916666  4.812e+08  55.845
NiIId_2113     NiIId   2113.9638  0.00029882  3.173e+08  58.693
FeIIo_2121     FeIIo   2121.7718  0.00034153  2.694e+08  55.845
CrIIf_2122     CrIIf   2122.1902  0.00022687  2.076e+08  51.996
FeIIp_2123     FeIIp   2123.1246  0.00027898  3.546e+08  55.845
NiIIc_2125     NiIIc   2125.7884  0.00217481  1.762e+08  58.693
NiIIb_2126     NiIIb   2126.5768  0.00170860  2.107e+08  58.693
NiIId_2129     NiIId   2129.2502  0.01114740  2.306e+08  58.693
FeIIm_2130     FeIIm   2130.9293  0.00263467  2.842e+08  55.845
NiIIb_2131     NiIIb   2131.9348  0.00176492  1.842e+08  58.693
CrIIf_2135     CrIIf   2135.5393  0.00153158  3.493e+08  51.996
FeIIp_2135     FeIIp   2135.9491  0.00019371  2.472e+08  55.845
FeIIc_2138     FeIIc   2138.4205  0.00017654  2.822e+08  55.845
NiIIe_2138     NiIIe   2138.7506  0.00023557  3.173e+08  58.693
VII_2138       VII     2138.8270  0.08200000  3.990e+07  50.941
ZnI_2139       ZnI     2139.2473  1.46000000  7.090e+08  65.392
NiIIc_2139     NiIIc   2139.2562  0.00566052  2.098e+08  58.693
FeIIn_2139     FeIIn   2139.9928  0.00014727  2.842e+08  55.845
CrIIf_2140     CrIIf   2140.0344  0.00830813  3.338e+08  51.996
FeIIb_2140     FeIIb   2140.3138  0.00025137  2.822e+08  55.845
FeIId_2143     FeIId   2143.6661  0.00012608  2.822e+08  55.845
CdII_2145      CdII    2145.0697  0.49800000  3.610e+08  112.412
FeIIa_2146     FeIIa   2146.7204  0.00023526  2.826e+08  55.845
FeIIq_2147     FeIIq   2147.0454  0.00069113  3.546e+08  55.845
CaI_2151       CaI     2151.4719  0.02030000  6.100e+06  40.078
FeIIr_2151     FeIIr   2151.7671  0.00916307  3.229e+08  55.845
FeIIr_2153     FeIIr   2153.0450  0.00774921  3.275e+08  55.845
NiIId_2159     NiIId   2159.4154  0.01062655  2.095e+08  58.693
NiIId_2161     NiIId   2161.8934  0.00880105  1.762e+08  58.693
FeIIp_2162     FeIIp   2162.7014  0.01781162  2.517e+08  55.845
FeIIm_2165     FeIIm   2165.0182  0.00534088  2.660e+08  55.845
CuI_2165       CuI     2165.7749  0.07170000  5.100e+07  63.546
NiIIb_2166     NiIIb   2166.2300  0.09990195  2.032e+08  58.693
FeI_2167       FeI     2167.4534  0.15000000  2.736e+08  55.845
NiIIc_2169     NiIIc   2169.7721  0.06528997  2.107e+08  58.693
FeIIr_2170     FeIIr   2170.8568  0.00126118  2.640e+08  55.845
FeIIn_2174     FeIIn   2174.3749  0.00055006  2.660e+08  55.845
NiIIc_2175     NiIIc   2175.3502  0.06970556  1.842e+08  58.693
NiIId_2175     NiIId   2175.8240  0.07452694  2.098e+08  58.693
FeIIq_2176     FeIIq   2176.1350  0.01455466  2.636e+08  55.845
FeIIs_2177     FeIIs   2177.7137  0.01350926  3.275e+08  55.845
CuI_2179       CuI     2179.6321  0.13000000  9.112e+07  63.546
NiIIb_2180     NiIIb   2180.1345  0.00099763  1.923e+08  58.693
CuI_2182       CuI     2182.4050  0.06480000  9.077e+07  63.546
FeIIq_2183     FeIIq   2183.3007  0.00011149  2.434e+08  55.845
NiIIe_2185     NiIIe   2185.2860  0.12887408  2.095e+08  58.693
FeIIr_2186     FeIIr   2186.9028  0.00031406  3.830e+08  55.845
FeIIq_2187     FeIIq   2187.5275  0.00107615  2.517e+08  55.845
FeIIq_2188     FeIIq   2188.3697  0.00283606  2.790e+08  55.845
NiIIc_2188     NiIIc   2188.7264  0.00211158  1.952e+08  58.693
FeIIp_2189     FeIIp   2189.7180  0.00176843  2.859e+08  55.845
CrIIf_2197     CrIIf   2197.7452  0.00062639  1.638e+08  51.996
CaI_2201       CaI     2201.4141  0.01880000  1.530e+07  40.078
NiIIe_2202     NiIIe   2202.0917  0.09487631  2.098e+08  58.693
AlI_2205       AlI     2205.3555  0.05450000  4.706e+07  26.982
NiIId_2207     NiIId   2207.3998  0.09457938  2.107e+08  58.693
NiIIc_2211     NiIIc   2211.0681  0.02968491  2.032e+08  58.693
FeIIp_2215     FeIIp   2215.0951  0.00072239  2.774e+08  55.845
FeIIr_2217     FeIIr   2217.0743  0.00017834  3.777e+08  55.845
NiIIb_2217     NiIIb   2217.1676  0.17865129  2.020e+08  58.693
NiIIb_2223     NiIIb   2223.6419  0.04788932  1.836e+08  58.693
NiIIc_2225     NiIIc   2225.5561  0.07500237  1.923e+08  58.693
FeIIr_2226     FeIIr   2226.5596  0.00072803  3.629e+08  55.845
NiIId_2227     NiIId   2227.0202  0.06201416  1.952e+08  58.693
FeIIq_2232     FeIIq   2232.7697  0.00319896  2.670e+08  55.845
FeIIs_2238     FeIIs   2238.5025  0.00011194  3.985e+08  55.845
FeIIb_2241     FeIIb   2241.0403  0.00011445  2.597e+08  55.845
FeIIr_2242     FeIIr   2242.0735  0.00062479  3.754e+08  55.845
FeIIs_2243     FeIIs   2243.2411  0.00066693  3.777e+08  55.845
FeIIf_2245     FeIIf   2245.3074  0.00015816  2.826e+08  55.845
CrIIf_2245     CrIIf   2245.5016  0.00042637  2.385e+08  51.996
FeII_2249      FeII    2249.8754  0.00218568  3.110e+08  55.845
FeIIc_2250     FeIIc   2250.8734  0.00135207  2.597e+08  55.845
FeIIb_2251     FeIIb   2251.6326  0.00258434  2.646e+08  55.845
FeIIa_2252     FeIIa   2252.2525  0.00055898  3.106e+08  55.845
FeIIa_2253     FeIIa   2253.8247  0.00322149  2.671e+08  55.845
NiIIe_2254     NiIIe   2254.5464  0.12231223  1.952e+08  58.693
FeIIc_2255     FeIIc   2255.1039  0.00021120  3.176e+08  55.845
FeIIr_2255     FeIIr   2255.8479  0.00627145  3.952e+08  55.845
FeIId_2256     FeIId   2256.6860  0.00116513  2.597e+08  55.845
CrIIf_2258     CrIIf   2258.6808  0.00016904  2.352e+08  51.996
FeII_2260      FeII    2260.7793  0.00262071  2.550e+08  55.845
FeIId_2260     FeIId   2260.9386  0.00263641  3.176e+08  55.845
FeIIc_2261     FeIIc   2261.5590  0.00254200  2.646e+08  55.845
FeIIc_2263     FeIIc   2263.3870  0.00144395  3.126e+08  55.845
AlI_2264       AlI     2264.1638  0.08920000  7.166e+07  26.982
NiIId_2265     NiIId   2265.1611  0.08236240  1.923e+08  58.693
CdII_2265      CdII    2265.7152  0.24700000  3.210e+08  112.412
FeIIb_2266     FeIIb   2266.6947  0.00077030  3.106e+08  55.845
FeIIb_2268     FeIIb   2268.2872  0.00401121  2.671e+08  55.845
FeIIs_2268     FeIIs   2268.8374  0.01160730  3.754e+08  55.845
FeIId_2269     FeIId   2269.2645  0.00092646  3.126e+08  55.845
FeIIa_2269     FeIIa   2269.5233  0.00014981  3.110e+08  55.845
NiIIc_2270     NiIIc   2270.9142  0.08562916  1.836e+08  58.693
FeIIc_2276     FeIIc   2276.7544  0.00026462  3.106e+08  55.845
FeIIa_2280     FeIIa   2280.6189  0.00512717  2.550e+08  55.845
FeIIr_2283     FeIIr   2283.5787  0.00033657  2.988e+08  55.845
FeIIr_2284     FeIIr   2284.9329  0.00154202  2.648e+08  55.845
NiI_2290       NiI     2290.6899  0.12800000  2.085e+08  58.693
NiIId_2297     NiIId   2297.8490  0.08444000  1.824e+08  58.693
NiIIe_2298     NiIIe   2298.1970  0.07126783  1.826e+08  58.693
MnII_2299      MnII    2299.6631  0.00054600  9.635e+05  54.938
NiIIc_2303     NiIIc   2303.7011  0.09905995  1.820e+08  58.693
MnII_2305      MnII    2305.7141  0.00124000  1.554e+06  54.938
FeIIs_2306     FeIIs   2306.3932  0.00026797  2.917e+08  55.845
NiI_2311       NiI     2311.6689  0.37600000  4.700e+08  58.693
FeIIs_2312     FeIIs   2312.7361  0.02405747  2.648e+08  55.845
NiIIb_2316     NiIIb   2316.7481  0.11072675  1.787e+08  58.693
NiI_2320       NiI     2320.7439  0.68500000  6.942e+08  58.693
FeIIs_2320     FeIIs   2320.8234  0.00055558  2.226e+08  55.845
CII_2325       CII     2325.4029  0.00000005  1.260e+02  12.011
NiIIe_2327     NiIIe   2327.1655  0.01591428  1.824e+08  58.693
FeIIb_2328     FeIIb   2328.1100  0.03759687  2.938e+08  55.845
SiII_2329      SiII    2329.2310  0.00000002  1.633e+03  28.085
FeIIe_2332     FeIIe   2332.0235  0.01787240  2.671e+08  55.845
FeIIa_2333     FeIIa   2333.5147  0.07776113  2.923e+08  55.845
SiII_2335      SiII    2335.1230  0.00000372  7.550e+03  28.085
FeIIc_2338     FeIIc   2338.7238  0.09840465  2.938e+08  55.845
FeIIr_2340     FeIIr   2340.1249  0.01502469  2.880e+08  55.845
FeIIr_2342     FeIIr   2342.9578  0.00938232  3.034e+08  55.845
FeII_2344      FeII    2344.2129  0.12523167  2.909e+08  55.845
FeIIf_2344     FeIIf   2344.6790  0.01669046  2.646e+08  55.845
FeIId_2344     FeIId   2344.9996  0.16818692  2.938e+08  55.845
NiIId_2346     NiIId   2346.1627  0.00998569  1.820e+08  58.693
NiI_2346       NiI     2346.2590  0.14300000  2.230e+08  58.693
CrIIb_2347     CrIIb   2347.8014  0.00011888  2.350e+08  51.996
FeIIe_2348     FeIIe   2348.8346  0.03652670  3.110e+08  55.845
FeIIb_2349     FeIIb   2349.0215  0.08934582  2.923e+08  55.845
BeI_2349       BeI     2349.3291  1.35000000  5.460e+08   9.012
CrIIa_2350     CrIIa   2350.8553  0.00017069  2.350e+08  51.996
CrIIc_2354     CrIIc   2354.1709  0.00014292  2.350e+08  51.996
CrIIb_2354     CrIIb   2354.7729  0.00019287  2.350e+08  51.996
CrIIa_2355     CrIIa   2355.3680  0.00027448  2.353e+08  51.996
FeIIg_2355     FeIIg   2355.6107  0.01197970  2.597e+08  55.845
FeIIs_2355     FeIIs   2355.9359  0.00272946  2.844e+08  55.845
FeIIc_2359     FeIIc   2359.8270  0.06787774  2.923e+08  55.845
FeIIe_2360     FeIIe   2360.7213  0.02289373  2.550e+08  55.845
FeIIf_2361     FeIIf   2361.0161  0.03052563  3.106e+08  55.845
FeIIf_2362     FeIIf   2362.7440  0.00853709  2.671e+08  55.845
CrIIe_2364     CrIIe   2364.7348  0.00031121  2.348e+08  51.996
FeIIa_2365     FeIIa   2365.5508  0.05285446  2.909e+08  55.845
CoI_2365       CoI     2365.7820  0.01070000  1.277e+07  58.933
FeIIg_2367     FeIIg   2367.3165  0.00682253  2.646e+08  55.845
AlI_2367       AlI     2367.7761  0.10600000  7.605e+07  26.982
NiIIc_2368     NiIIc   2368.1077  0.00370781  1.787e+08  58.693
FeIIg_2369     FeIIg   2369.3195  0.02917668  3.126e+08  55.845
FeIIh_2371     FeIIh   2371.2231  0.01053735  2.597e+08  55.845
FeIIs_2372     FeIIs   2372.5628  0.00011309  2.694e+08  55.845
FeII_2374      FeII    2374.4604  0.03296636  3.294e+08  55.845
FeIIh_2375     FeIIh   2375.9188  0.03512269  3.176e+08  55.845
NiIIe_2376     NiIIe   2376.7331  0.00061232  1.820e+08  58.693
FeIIr_2378     FeIIr   2378.5913  0.00087029  2.842e+08  55.845
FeIIf_2380     FeIIf   2380.0023  0.01732453  3.110e+08  55.845
FeIIb_2381     FeIIb   2381.4877  0.03798015  2.909e+08  55.845
FeII_2382      FeII    2382.7641  0.34320935  3.360e+08  55.845
FeIIh_2383     FeIIh   2383.0850  0.00305242  2.646e+08  55.845
FeIIa_2383     FeIIa   2383.7873  0.00557172  3.252e+08  55.845
FeIIg_2383     FeIIg   2383.9718  0.02215400  3.106e+08  55.845
FeIIh_2385     FeIIh   2385.1148  0.02311343  3.126e+08  55.845
CoI_2385       CoI     2385.5869  0.01660000  2.431e+07  58.933
FeIIg_2385     FeIIg   2385.7336  0.00284446  2.671e+08  55.845
FeIIa_2389     FeIIa   2389.3569  0.08987271  3.264e+08  55.845
FeIIf_2392     FeIIf   2392.2074  0.00270262  2.550e+08  55.845
FeIIb_2396     FeIIb   2396.1487  0.01635527  3.242e+08  55.845
FeIIa_2396     FeIIa   2396.3551  0.30779027  3.294e+08  55.845
FeIIh_2399     FeIIh   2399.9637  0.00295333  3.106e+08  55.845
FeIIb_2399     FeIIb   2399.9718  0.12521512  3.252e+08  55.845
FeIIg_2403     FeIIg   2403.3305  0.00215916  3.110e+08  55.845
FeIIc_2405     FeIIc   2405.1626  0.02784008  3.244e+08  55.845
FeIIb_2405     FeIIb   2405.6173  0.25103141  3.264e+08  55.845
FeIIc_2407     FeIIc   2407.3934  0.15987791  3.242e+08  55.845
CoI_2407       CoI     2407.9829  0.38000000  3.645e+08  58.933
FeIIc_2411     FeIIc   2411.2522  0.21966574  3.252e+08  55.845
FeIId_2411     FeIId   2411.8009  0.22499823  3.244e+08  55.845
NiIId_2412     NiIId   2412.9999  0.00020602  1.787e+08  58.693
FeIId_2414     FeIId   2414.0437  0.19046855  3.242e+08  55.845
FeIIIy_2419    FeIIIy  2419.3269  0.00264139  6.538e+08  55.845
CoI_2425       CoI     2425.6680  0.28200000  3.195e+08  58.933
FeIIIy_2438    FeIIIy  2438.9346  0.00109694  6.421e+08  55.845
FeIIf_2450     FeIIf   2450.4722  0.00010871  2.923e+08  55.845
FeIIe_2451     FeIIe   2451.8433  0.00028625  2.909e+08  55.845
FeIIe_2477     FeIIe   2477.4274  0.00031875  3.264e+08  55.845
FeI_2484       FeI     2484.0205  0.55700000  5.000e+08  55.845
FeIIe_2484     FeIIe   2484.9518  0.00056843  3.294e+08  55.845
BI_2497        BI      2497.5244  0.07920000  2.540e+08  10.812
GeI_2498       GeI     2498.7156  0.03090000  2.360e+08  72.612
FeIIf_2505     FeIIf   2505.9705  0.00035872  3.252e+08  55.845
FeIIf_2512     FeIIf   2512.1264  0.00021194  3.264e+08  55.845
SiI_2515       SiI     2515.0725  0.16200000  1.685e+08  28.085
CoI_2522       CoI     2522.1221  0.22900000  3.003e+08  58.933
FeI_2523       FeI     2523.6084  0.27900000  3.800e+08  55.845
FeIIg_2527     FeIIg   2527.5925  0.00029310  3.242e+08  55.845
CrIIb_2528     CrIIb   2528.3446  0.00013705  2.342e+08  51.996
CrIIc_2530     CrIIc   2530.2581  0.00052120  2.333e+08  51.996
CrIId_2532     CrIId   2532.6060  0.00153862  2.334e+08  51.996
CrIIe_2535     CrIIe   2535.0946  0.00401792  2.337e+08  51.996
CrIId_2540     CrIId   2540.2877  0.00020027  2.333e+08  51.996
ScII_2541      ScII    2541.5850  0.00420000  2.630e+08  44.956
FeIIh_2543     FeIIh   2543.0827  0.00018810  3.244e+08  55.845
CrIIe_2545     CrIIe   2545.0188  0.00026181  2.334e+08  51.996
ScII_2556      ScII    2556.5610  0.06760000  2.700e+08  44.956
FeIIi_2563     FeIIi   2563.3039  0.13520384  2.826e+08  55.845
ScII_2563      ScII    2563.9580  0.08870000  2.700e+08  44.956
FeIIj_2564     FeIIj   2564.2441  0.09332378  2.822e+08  55.845
FeIIk_2567     FeIIk   2567.6820  0.05683643  2.822e+08  55.845
AlI_2568       AlI     2568.7522  0.03810000  3.400e+07  26.982
MnII_2576      MnII    2576.8753  0.36100000  2.820e+08  54.938
FeIIl_2578     FeIIl   2578.6940  0.12362258  2.822e+08  55.845
FeIIk_2583     FeIIk   2583.3564  0.08344709  2.822e+08  55.845
FeII_2586      FeII    2586.6495  0.07094044  2.702e+08  55.845
FeIIj_2592     FeIIj   2592.3179  0.05218946  2.826e+08  55.845
MnII_2594      MnII    2594.4967  0.28000000  2.780e+08  54.938
FeIIl_2594     FeIIl   2594.5035  0.02886364  2.822e+08  55.845
FeIIa_2599     FeIIa   2599.1457  0.10862632  2.697e+08  55.845
FeII_2600      FeII    2600.1722  0.24225827  2.723e+08  55.845
MnII_2606      MnII    2606.4588  0.19800000  2.720e+08  54.938
